Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,lifecycle:transition,org:role,id,variant,variant-index,creator,travel permit number,Permit OrganizationalEntity,RequestedAmount,Permit ID,Amount,Permit ProjectNumber,OriginalAmount,Permit ActivityNumber,DeclarationNumber,Permit RequestedBudget,Permit travel permit number,id,BudgetNumber,Permit BudgetNumber,AdjustedAmount,Permit TaskNumber,Permit id,Automatic Flag
declaration 8197,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,18-05-2018 17:23,Variant 1,1,complete,EMPLOYEE,st_step 8203_0,Variant 1,1,Fluxicon Disco,travel permit number 8195,organizational unit 65458,330.7282495,travel permit 8194,330.7282495,project 8196,330.7282495,UNKNOWN,declaration number 8198,108.2581152,travel permit number 8195,declaration 8197,budget 146149,budget 974,330.7282495,task 427,travel permit 8194,No
declaration 8197,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,18-05-2018 17:32,Variant 1,1,complete,ADMINISTRATION,st_step 8206_0,Variant 1,1,Fluxicon Disco,travel permit number 8195,organizational unit 65458,330.7282495,travel permit 8194,330.7282495,project 8196,330.7282495,UNKNOWN,declaration number 8198,108.2581152,travel permit number 8195,declaration 8197,budget 146149,budget 974,330.7282495,task 427,travel permit 8194,No
declaration 2703,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,27-03-2018 15:52,Variant 1,1,complete,EMPLOYEE,st_step 2716_0,Variant 1,1,Fluxicon Disco,travel permit number 2698,organizational unit 65458,312.1537821,travel permit 2697,312.1537821,project 2699,312.1537821,UNKNOWN,declaration number 2704,793.6786174,travel permit number 2698,declaration 2703,budget 145827,budget 974,312.1537821,task 427,travel permit 2697,No
declaration 2703,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,27-03-2018 16:20,Variant 1,1,complete,ADMINISTRATION,st_step 2713_0,Variant 1,1,Fluxicon Disco,travel permit number 2698,organizational unit 65458,312.1537821,travel permit 2697,312.1537821,project 2699,312.1537821,UNKNOWN,declaration number 2704,793.6786174,travel permit number 2698,declaration 2703,budget 145827,budget 974,312.1537821,task 427,travel permit 2697,No
declaration 1315,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,05-02-2018 10:44,Variant 1,1,complete,EMPLOYEE,st_step 1321_0,Variant 1,1,Fluxicon Disco,travel permit number 1312,organizational unit 65456,421.8120131,travel permit 1311,421.8120131,project 1314,421.8120131,UNKNOWN,declaration number 1316,380.1083319,travel permit number 1312,declaration 1315,budget 145137,budget 1313,421.8120131,task 427,travel permit 1311,No
declaration 1315,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,07-02-2018 15:17,Variant 1,1,complete,ADMINISTRATION,st_step 1323_0,Variant 1,1,Fluxicon Disco,travel permit number 1312,organizational unit 65456,421.8120131,travel permit 1311,421.8120131,project 1314,421.8120131,UNKNOWN,declaration number 1316,380.1083319,travel permit number 1312,declaration 1315,budget 145137,budget 1313,421.8120131,task 427,travel permit 1311,No
declaration 146040,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,30-01-2018 11:40,Variant 1,1,complete,EMPLOYEE,st_step 146045_0,Variant 1,1,Fluxicon Disco,travel permit number 146042,,538.5478039,travel permit 146043,538.5478039,,538.5478039,,declaration number 146041,,,declaration 146040,budget 144009,,538.5478039,,,No
declaration 146040,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,30-01-2018 12:21,Variant 1,1,complete,ADMINISTRATION,st_step 146044_0,Variant 1,1,Fluxicon Disco,travel permit number 146042,,538.5478039,travel permit 146043,538.5478039,,538.5478039,,declaration number 146041,,,declaration 146040,budget 144009,,538.5478039,,,No
declaration 7864,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,30-04-2018 14:35,Variant 1,1,complete,EMPLOYEE,st_step 7871_0,Variant 1,1,Fluxicon Disco,travel permit number 7862,organizational unit 65455,3647.939292,travel permit 7861,3647.939292,project 7863,3647.939292,UNKNOWN,declaration number 7865,2747.506141,travel permit number 7862,declaration 7864,budget 145389,budget 2233,3647.939292,task 427,travel permit 7861,No
declaration 7864,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,07-05-2018 10:42,Variant 1,1,complete,ADMINISTRATION,st_step 7870_0,Variant 1,1,Fluxicon Disco,travel permit number 7862,organizational unit 65455,3647.939292,travel permit 7861,3647.939292,project 7863,3647.939292,UNKNOWN,declaration number 7865,2747.506141,travel permit number 7862,declaration 7864,budget 145389,budget 2233,3647.939292,task 427,travel permit 7861,No
declaration 42611,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,20-03-2018 15:34,Variant 1,1,complete,EMPLOYEE,st_step 42617_0,Variant 1,1,Fluxicon Disco,travel permit number 42610,organizational unit 65461,167.5491072,travel permit 42609,167.5491072,UNKNOWN,167.5491072,UNKNOWN,declaration number 42612,484.3830022,travel permit number 42610,declaration 42611,budget 145609,budget 980,167.5491072,UNKNOWN,travel permit 42609,No
declaration 42611,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,20-03-2018 16:46,Variant 1,1,complete,ADMINISTRATION,st_step 42618_0,Variant 1,1,Fluxicon Disco,travel permit number 42610,organizational unit 65461,167.5491072,travel permit 42609,167.5491072,UNKNOWN,167.5491072,UNKNOWN,declaration number 42612,484.3830022,travel permit number 42610,declaration 42611,budget 145609,budget 980,167.5491072,UNKNOWN,travel permit 42609,No
declaration 1349,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,12-04-2018 17:04,Variant 2,2,complete,EMPLOYEE,st_step 1367_0,Variant 4,4,Fluxicon Disco,travel permit number 1343,organizational unit 65456,0,travel permit 1342,0,project 1344,0,UNKNOWN,UNKNOWN,949.4112581,travel permit number 1343,declaration 1349,budget 146724,budget 829,0,task 427,travel permit 1342,No
declaration 1349,Declaration REJECTED by ADMINISTRATION,STAFF MEMBER,17-04-2018 09:50,Variant 2,2,complete,ADMINISTRATION,st_step 1365_0,Variant 4,4,Fluxicon Disco,travel permit number 1343,organizational unit 65456,0,travel permit 1342,0,project 1344,0,UNKNOWN,UNKNOWN,949.4112581,travel permit number 1343,declaration 1349,budget 146724,budget 829,0,task 427,travel permit 1342,No
declaration 22875,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,01-03-2018 22:25,Variant 1,1,complete,EMPLOYEE,st_step 22885_0,Variant 1,1,Fluxicon Disco,travel permit number 22873,organizational unit 65459,1564.500743,travel permit 22872,1564.500743,UNKNOWN,1564.500743,activity 22874,declaration number 22876,4367.806773,travel permit number 22873,declaration 22875,budget 145281,budget 774,1564.500743,UNKNOWN,travel permit 22872,No
declaration 22875,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,11-03-2018 21:36,Variant 1,1,complete,ADMINISTRATION,st_step 22884_0,Variant 1,1,Fluxicon Disco,travel permit number 22873,organizational unit 65459,1564.500743,travel permit 22872,1564.500743,UNKNOWN,1564.500743,activity 22874,declaration number 22876,4367.806773,travel permit number 22873,declaration 22875,budget 145281,budget 774,1564.500743,UNKNOWN,travel permit 22872,No
declaration 22890,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,20-02-2018 10:59,Variant 1,1,complete,EMPLOYEE,st_step 22896_0,Variant 1,1,Fluxicon Disco,travel permit number 22888,organizational unit 65458,736.5641386,travel permit 22887,736.5641386,project 22889,736.5641386,UNKNOWN,declaration number 22891,792.6584019,travel permit number 22888,declaration 22890,budget 145078,budget 1644,736.5641386,task 427,travel permit 22887,No
declaration 22890,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,20-02-2018 16:58,Variant 1,1,complete,ADMINISTRATION,st_step 22897_0,Variant 1,1,Fluxicon Disco,travel permit number 22888,organizational unit 65458,736.5641386,travel permit 22887,736.5641386,project 22889,736.5641386,UNKNOWN,declaration number 22891,792.6584019,travel permit number 22888,declaration 22890,budget 145078,budget 1644,736.5641386,task 427,travel permit 22887,No
declaration 14379,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,20-02-2018 16:18,Variant 1,1,complete,EMPLOYEE,st_step 14386_0,Variant 1,1,Fluxicon Disco,travel permit number 14377,organizational unit 65459,384.1592362,travel permit 14376,384.1592362,project 14378,384.1592362,UNKNOWN,declaration number 14380,631.6017437,travel permit number 14377,declaration 14379,budget 145415,budget 1910,384.1592362,task 427,travel permit 14376,No
declaration 14379,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,20-02-2018 16:22,Variant 1,1,complete,ADMINISTRATION,st_step 14385_0,Variant 1,1,Fluxicon Disco,travel permit number 14377,organizational unit 65459,384.1592362,travel permit 14376,384.1592362,project 14378,384.1592362,UNKNOWN,declaration number 14380,631.6017437,travel permit number 14377,declaration 14379,budget 145415,budget 1910,384.1592362,task 427,travel permit 14376,No
declaration 26940,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,14-04-2018 23:10,Variant 1,1,complete,EMPLOYEE,st_step 26945_0,Variant 1,1,Fluxicon Disco,travel permit number 26939,organizational unit 65456,1665.148619,travel permit 26938,1665.148619,project 1230,1665.148619,UNKNOWN,declaration number 26941,1660.73973,travel permit number 26939,declaration 26940,budget 146726,budget 980,1665.148619,task 427,travel permit 26938,No
declaration 26940,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,15-04-2018 19:58,Variant 1,1,complete,ADMINISTRATION,st_step 26947_0,Variant 1,1,Fluxicon Disco,travel permit number 26939,organizational unit 65456,1665.148619,travel permit 26938,1665.148619,project 1230,1665.148619,UNKNOWN,declaration number 26941,1660.73973,travel permit number 26939,declaration 26940,budget 146726,budget 980,1665.148619,task 427,travel permit 26938,No
declaration 14523,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,06-03-2018 11:06,Variant 1,1,complete,EMPLOYEE,st_step 14528_0,Variant 1,1,Fluxicon Disco,travel permit number 14521,organizational unit 65455,1624.649347,travel permit 14520,1624.649347,project 14522,1624.649347,UNKNOWN,declaration number 14524,852.1982312,travel permit number 14521,declaration 14523,budget 145820,budget 440,1624.649347,task 427,travel permit 14520,No
declaration 14523,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,06-03-2018 11:23,Variant 1,1,complete,ADMINISTRATION,st_step 14529_0,Variant 1,1,Fluxicon Disco,travel permit number 14521,organizational unit 65455,1624.649347,travel permit 14520,1624.649347,project 14522,1624.649347,UNKNOWN,declaration number 14524,852.1982312,travel permit number 14521,declaration 14523,budget 145820,budget 440,1624.649347,task 427,travel permit 14520,No
declaration 6427,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,01-06-2018 14:37,Variant 1,1,complete,EMPLOYEE,st_step 6433_0,Variant 1,1,Fluxicon Disco,travel permit number 6426,organizational unit 65460,990.5905295,travel permit 6425,990.5905295,project 1115,990.5905295,UNKNOWN,declaration number 6428,1442.3084,travel permit number 6426,declaration 6427,budget 146776,budget 1114,990.5905295,task 427,travel permit 6425,No
declaration 6427,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,03-06-2018 21:26,Variant 1,1,complete,ADMINISTRATION,st_step 6432_0,Variant 1,1,Fluxicon Disco,travel permit number 6426,organizational unit 65460,990.5905295,travel permit 6425,990.5905295,project 1115,990.5905295,UNKNOWN,declaration number 6428,1442.3084,travel permit number 6426,declaration 6427,budget 146776,budget 1114,990.5905295,task 427,travel permit 6425,No
declaration 66143,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,08-03-2018 21:17,Variant 1,1,complete,EMPLOYEE,st_step 66151_0,Variant 1,1,Fluxicon Disco,travel permit number 66142,organizational unit 65461,506.5488584,travel permit 66141,506.5488584,UNKNOWN,506.5488584,UNKNOWN,declaration number 66144,183.5449821,travel permit number 66142,declaration 66143,budget 145826,budget 1482,506.5488584,UNKNOWN,travel permit 66141,No
declaration 66143,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,12-03-2018 08:20,Variant 1,1,complete,ADMINISTRATION,st_step 66152_0,Variant 1,1,Fluxicon Disco,travel permit number 66142,organizational unit 65461,506.5488584,travel permit 66141,506.5488584,UNKNOWN,506.5488584,UNKNOWN,declaration number 66144,183.5449821,travel permit number 66142,declaration 66143,budget 145826,budget 1482,506.5488584,UNKNOWN,travel permit 66141,No
declaration 2756,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,19-02-2018 12:43,Variant 1,1,complete,EMPLOYEE,st_step 2761_0,Variant 1,1,Fluxicon Disco,travel permit number 2755,organizational unit 65454,417.7678316,travel permit 2754,417.7678316,UNKNOWN,417.7678316,UNKNOWN,declaration number 2757,177.1436373,travel permit number 2755,declaration 2756,budget 145146,budget 592,417.7678316,UNKNOWN,travel permit 2754,No
declaration 2756,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,19-02-2018 12:49,Variant 1,1,complete,ADMINISTRATION,st_step 2763_0,Variant 1,1,Fluxicon Disco,travel permit number 2755,organizational unit 65454,417.7678316,travel permit 2754,417.7678316,UNKNOWN,417.7678316,UNKNOWN,declaration number 2757,177.1436373,travel permit number 2755,declaration 2756,budget 145146,budget 592,417.7678316,UNKNOWN,travel permit 2754,No
declaration 2767,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,12-04-2018 09:13,Variant 1,1,complete,EMPLOYEE,st_step 2774_0,Variant 1,1,Fluxicon Disco,travel permit number 2765,organizational unit 65471,299.3327587,travel permit 2764,299.3327587,UNKNOWN,299.3327587,UNKNOWN,declaration number 2768,432.3949199,travel permit number 2765,declaration 2767,budget 146827,budget 2766,299.3327587,UNKNOWN,travel permit 2764,No
declaration 2767,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,12-04-2018 09:20,Variant 1,1,complete,ADMINISTRATION,st_step 2773_0,Variant 1,1,Fluxicon Disco,travel permit number 2765,organizational unit 65471,299.3327587,travel permit 2764,299.3327587,UNKNOWN,299.3327587,UNKNOWN,declaration number 2768,432.3949199,travel permit number 2765,declaration 2767,budget 146827,budget 2766,299.3327587,UNKNOWN,travel permit 2764,No
declaration 145332,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,31-01-2018 12:00,Variant 1,1,complete,EMPLOYEE,st_step 145336_0,Variant 1,1,Fluxicon Disco,travel permit number 145334,,218.8703251,travel permit 145335,218.8703251,,218.8703251,,declaration number 145333,,,declaration 145332,budget 145124,,218.8703251,,,No
declaration 145332,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,31-01-2018 12:04,Variant 1,1,complete,ADMINISTRATION,st_step 145337_0,Variant 1,1,Fluxicon Disco,travel permit number 145334,,218.8703251,travel permit 145335,218.8703251,,218.8703251,,declaration number 145333,,,declaration 145332,budget 145124,,218.8703251,,,No
declaration 66736,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,21-08-2018 12:16,Variant 1,1,complete,EMPLOYEE,st_step 66745_0,Variant 1,1,Fluxicon Disco,travel permit number 66735,organizational unit 65459,2060.373545,travel permit 66734,2060.373545,project 13471,2060.373545,UNKNOWN,declaration number 66737,2937.493228,travel permit number 66735,declaration 66736,budget 146676,budget 13470,2060.373545,task 427,travel permit 66734,No
declaration 66736,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,21-08-2018 13:47,Variant 1,1,complete,ADMINISTRATION,st_step 66743_0,Variant 1,1,Fluxicon Disco,travel permit number 66735,organizational unit 65459,2060.373545,travel permit 66734,2060.373545,project 13471,2060.373545,UNKNOWN,declaration number 66737,2937.493228,travel permit number 66735,declaration 66736,budget 146676,budget 13470,2060.373545,task 427,travel permit 66734,No
declaration 7892,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,26-02-2018 18:12,Variant 1,1,complete,EMPLOYEE,st_step 7900_0,Variant 1,1,Fluxicon Disco,travel permit number 7888,organizational unit 65460,1055.673846,travel permit 7887,1055.673846,project 7889,1055.673846,UNKNOWN,declaration number 7893,3025.902945,travel permit number 7888,declaration 7892,budget 146425,budget 1114,1055.673846,task 427,travel permit 7887,No
declaration 7892,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,26-02-2018 18:42,Variant 1,1,complete,ADMINISTRATION,st_step 7901_0,Variant 1,1,Fluxicon Disco,travel permit number 7888,organizational unit 65460,1055.673846,travel permit 7887,1055.673846,project 7889,1055.673846,UNKNOWN,declaration number 7893,3025.902945,travel permit number 7888,declaration 7892,budget 146425,budget 1114,1055.673846,task 427,travel permit 7887,No
declaration 7890,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,02-05-2018 18:22,Variant 1,1,complete,EMPLOYEE,st_step 7897_0,Variant 1,1,Fluxicon Disco,travel permit number 7888,organizational unit 65460,1509.768846,travel permit 7887,1509.768846,project 7889,1509.768846,UNKNOWN,declaration number 7891,3025.902945,travel permit number 7888,declaration 7890,budget 146425,budget 1114,1509.768846,task 427,travel permit 7887,No
declaration 7890,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,02-05-2018 19:01,Variant 1,1,complete,ADMINISTRATION,st_step 7899_0,Variant 1,1,Fluxicon Disco,travel permit number 7888,organizational unit 65460,1509.768846,travel permit 7887,1509.768846,project 7889,1509.768846,UNKNOWN,declaration number 7891,3025.902945,travel permit number 7888,declaration 7890,budget 146425,budget 1114,1509.768846,task 427,travel permit 7887,No
declaration 30822,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,23-03-2018 16:41,Variant 1,1,complete,EMPLOYEE,st_step 30833_0,Variant 1,1,Fluxicon Disco,travel permit number 30818,organizational unit 65456,418.1163141,travel permit 30817,418.1163141,project 18238,418.1163141,UNKNOWN,declaration number 30823,1833.478236,travel permit number 30818,declaration 30822,budget 146875,budget 3832,418.1163141,task 427,travel permit 30817,No
declaration 30822,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,23-03-2018 16:47,Variant 1,1,complete,ADMINISTRATION,st_step 30832_0,Variant 1,1,Fluxicon Disco,travel permit number 30818,organizational unit 65456,418.1163141,travel permit 30817,418.1163141,project 18238,418.1163141,UNKNOWN,declaration number 30823,1833.478236,travel permit number 30818,declaration 30822,budget 146875,budget 3832,418.1163141,task 427,travel permit 30817,No
